Order ID,Order Date,Region,Product Category,Product Name,Quantity Sold,Unit Price,Revenue,Profit,Customer Segment
ORD2256,2023-04-02 10:55:19.863972795,North America,Sports,Running Shoes,1,160.53,160.53,38.13,Small Business
ORD2257,2023-04-02 12:40:11.042208442,North America,Electronics,Tablet,1,301.01,301.01,51.51,Small Business
ORD2258,2023-04-02 14:25:02.220444089,Asia,Clothing,Jeans,7,298.55,2089.85,339.1,Small Business
ORD2259,2023-04-02 16:09:53.398679737,North America,Home,Bed,7,16.37,114.59,38.02,Corporate
ORD2260,2023-04-02 17:54:44.576915384,Asia,Home,Dining Table,7,492.39,3446.73,789.29,Consumer
ORD2261,2023-04-02 19:39:35.755151031,North America,Sports,Tennis Racket,1,707.04,707.04,269.07,Corporate
ORD2262,2023-04-02 21:24:26.933386678,Asia,Clothing,Sneakers,2,403.89,807.78,281.32,Small Business
ORD2263,2023-04-02 23:09:18.111622325,Asia,Clothing,Dress,5,765.26,3826.3,434.8,Consumer
ORD2264,2023-04-03 00:54:09.289857972,Europe,Clothing,Sneakers,1,515.47,515.47,146.67,Consumer
ORD2265,2023-04-03 02:39:00.468093619,Europe,Clothing,Jacket,9,473.65,4262.849999999999,1415.55,Consumer
ORD2266,2023-04-03 04:23:51.646329266,Asia,Clothing,Jeans,5,59.74,298.7,33.0,Consumer
ORD2267,2023-04-03 06:08:42.824564914,North America,Electronics,Laptop,1,854.45,854.45,323.42,Corporate
ORD2268,2023-04-03 07:53:34.002800561,North America,Sports,Gym Bag,1,798.05,798.05,260.26,Corporate
ORD2269,2023-04-03 09:38:25.181036208,Asia,Electronics,Headphones,9,342.65,3083.85,739.21,Corporate
ORD2270,2023-04-03 11:23:16.359271855,Asia,Home,Curtains,9,612.24,5510.16,1015.6,Small Business
ORD2271,2023-04-03 13:08:07.537507502,Asia,Clothing,Dress,1,614.66,614.66,98.32,Small Business
ORD2272,2023-04-03 14:52:58.715743149,Europe,Clothing,Dress,3,753.26,2259.7799999999997,311.05,Consumer
ORD2273,2023-04-03 16:37:49.893978796,South America,Beauty,Moisturizer,1,218.67,218.67,58.37,Corporate
ORD2274,2023-04-03 18:22:41.072214443,Asia,Electronics,Smartwatch,5,570.12,2850.6,1079.65,Small Business
ORD2275,2023-04-03 20:07:32.250450091,North America,Clothing,Sneakers,6,372.23,2233.38,436.44,Corporate
ORD2276,2023-04-03 21:52:23.428685738,Asia,Beauty,Moisturizer,3,529.49,1588.47,528.28,Corporate
ORD2277,2023-04-03 23:37:14.606921385,Europe,Electronics,Laptop,3,424.4,1273.1999999999998,239.05,Small Business
ORD2278,2023-04-04 01:22:05.785157032,Asia,Beauty,Perfume,5,961.88,4809.4,1444.55,Small Business
ORD2279,2023-04-04 03:06:56.963392679,Europe,Beauty,Foundation,3,640.72,1922.16,536.64,Corporate
ORD2280,2023-04-04 04:51:48.141628326,Asia,Home,Dining Table,6,681.71,4090.26,798.68,Small Business
ORD2281,2023-04-04 06:36:39.319863973,Asia,Beauty,Foundation,2,623.42,1246.84,348.98,Consumer
ORD2282,2023-04-04 08:21:30.498099621,Europe,Sports,Running Shoes,4,741.68,2966.72,543.62,Small Business
ORD2283,2023-04-04 10:06:21.676335268,South America,Home,Lamp,4,963.73,3854.92,397.39,Small Business
ORD2284,2023-04-04 11:51:12.854570915,Europe,Sports,Basketball,1,709.18,709.18,203.4,Corporate
ORD2285,2023-04-04 13:36:04.032806562,Asia,Clothing,T-Shirt,3,318.76,956.28,193.16,Consumer
ORD2286,2023-04-04 15:20:55.211042209,South America,Beauty,Moisturizer,8,320.03,2560.24,908.53,Consumer
ORD2287,2023-04-04 17:05:46.389277856,South America,Clothing,Jeans,2,991.78,1983.56,520.29,Consumer
ORD2288,2023-04-04 18:50:37.567513503,South America,Clothing,Sneakers,8,939.61,7516.88,1772.81,Consumer
ORD2289,2023-04-04 20:35:28.745749150,Asia,Beauty,Shampoo,6,71.19,427.14,54.55,Small Business
ORD2290,2023-04-04 22:20:19.923984798,North America,Home,Lamp,8,599.26,4794.08,695.82,Small Business
ORD2291,2023-04-05 00:05:11.102220445,North America,Electronics,Smartphone,9,914.1,8226.9,1290.13,Consumer
ORD2292,2023-04-05 01:50:02.280456092,North America,Home,Curtains,8,476.25,3810.0,1137.57,Small Business
ORD2293,2023-04-05 03:34:53.458691739,Asia,Home,Lamp,4,756.33,3025.32,827.02,Small Business
ORD2294,2023-04-05 05:19:44.636927386,Asia,Beauty,Shampoo,3,301.32,903.96,121.53,Small Business
ORD2295,2023-04-05 07:04:35.815163033,North America,Electronics,Headphones,1,16.81,16.81,2.75,Small Business
ORD2296,2023-04-05 08:49:26.993398680,Europe,Beauty,Lipstick,5,256.96,1284.8,404.89,Small Business
ORD2297,2023-04-05 10:34:18.171634327,South America,Home,Lamp,7,885.74,6200.18,2285.81,Corporate
ORD2298,2023-04-05 12:19:09.349869975,South America,Sports,Football,7,302.12,2114.84,401.09,Corporate
ORD2299,2023-04-05 14:04:00.528105622,Europe,Home,Curtains,1,445.66,445.66,142.13,Consumer
ORD2300,2023-04-05 15:48:51.706341269,South America,Home,Curtains,3,348.69,1046.07,239.54,Consumer
ORD2301,2023-04-05 17:33:42.884576916,Asia,Electronics,Smartphone,1,824.27,824.27,125.29,Consumer
ORD2302,2023-04-05 19:18:34.062812563,Asia,Home,Lamp,1,125.75,125.75,38.31,Corporate
ORD2303,2023-04-05 21:03:25.241048210,South America,Home,Bed,4,736.54,2946.16,853.42,Small Business
ORD2304,2023-04-05 22:48:16.419283857,South America,Sports,Tennis Racket,8,125.42,1003.36,264.9,Small Business
ORD2305,2023-04-06 00:33:07.597519504,North America,Clothing,Jeans,1,54.8,54.8,9.06,Consumer
ORD2306,2023-04-06 02:17:58.775755152,North America,Clothing,Jacket,7,662.07,4634.490000000001,1758.63,Consumer
ORD2307,2023-04-06 04:02:49.953990799,North America,Clothing,Sneakers,3,570.94,1712.8200000000002,508.89,Consumer
ORD2308,2023-04-06 05:47:41.132226446,North America,Electronics,Headphones,3,416.75,1250.25,335.28,Consumer
ORD2309,2023-04-06 07:32:32.310462093,North America,Sports,Gym Bag,4,20.7,82.8,28.81,Consumer
ORD2310,2023-04-06 09:17:23.488697740,Europe,Home,Bed,5,107.75,538.75,66.1,Consumer
ORD2311,2023-04-06 11:02:14.666933387,Europe,Sports,Tennis Racket,5,127.52,637.6,251.32,Consumer
ORD2312,2023-04-06 12:47:05.845169034,Europe,Home,Curtains,5,76.56,382.8,106.59,Consumer
ORD2313,2023-04-06 14:31:57.023404682,North America,Beauty,Lipstick,1,702.71,702.71,200.33,Consumer
ORD2314,2023-04-06 16:16:48.201640329,South America,Home,Lamp,7,180.8,1265.6000000000001,342.21,Small Business
ORD2315,2023-04-06 18:01:39.379875976,South America,Beauty,Foundation,6,429.31,2575.86,870.82,Consumer
ORD2316,2023-04-06 19:46:30.558111623,South America,Beauty,Lipstick,7,970.03,6790.21,1557.47,Corporate
ORD2317,2023-04-06 21:31:21.736347270,Asia,Beauty,Moisturizer,2,59.85,119.7,13.86,Small Business
ORD2318,2023-04-06 23:16:12.914582917,Europe,Sports,Gym Bag,1,463.35,463.35,77.82,Consumer
ORD2319,2023-04-07 01:01:04.092818564,Asia,Sports,Tennis Racket,1,260.33,260.33,71.15,Small Business
ORD2320,2023-04-07 02:45:55.271054211,Asia,Home,Dining Table,6,898.77,5392.62,1744.8,Consumer
ORD2321,2023-04-07 04:30:46.449289859,Europe,Electronics,Smartwatch,6,482.58,2895.48,594.28,Small Business
ORD2322,2023-04-07 06:15:37.627525506,North America,Home,Curtains,8,166.72,1333.76,154.1,Corporate
ORD2323,2023-04-07 08:00:28.805761153,Asia,Sports,Running Shoes,6,216.97,1301.82,163.26,Consumer
ORD2324,2023-04-07 09:45:19.983996800,Europe,Sports,Tennis Racket,1,364.75,364.75,136.37,Consumer
ORD2325,2023-04-07 11:30:11.162232447,Europe,Beauty,Foundation,3,229.03,687.09,147.24,Small Business
ORD2326,2023-04-07 13:15:02.340468094,South America,Beauty,Moisturizer,6,764.26,4585.5599999999995,1533.65,Consumer
ORD2327,2023-04-07 14:59:53.518703741,South America,Clothing,Sneakers,5,212.2,1061.0,111.43,Consumer
ORD2328,2023-04-07 16:44:44.696939388,South America,Home,Sofa,5,934.41,4672.05,1425.72,Corporate
ORD2329,2023-04-07 18:29:35.875175036,Asia,Clothing,Dress,9,605.67,5451.03,2077.57,Small Business
ORD2330,2023-04-07 20:14:27.053410683,South America,Beauty,Foundation,4,257.27,1029.08,304.86,Consumer
ORD2331,2023-04-07 21:59:18.231646330,Europe,Electronics,Smartphone,2,971.44,1942.88,521.97,Small Business
ORD2332,2023-04-07 23:44:09.409881977,South America,Electronics,Headphones,7,423.49,2964.4300000000003,399.92,Small Business
ORD2333,2023-04-08 01:29:00.588117624,Europe,Beauty,Moisturizer,3,775.84,2327.52,263.5,Small Business
ORD2334,2023-04-08 03:13:51.766353271,North America,Electronics,Smartphone,3,86.04,258.12,53.28,Corporate
ORD2335,2023-04-08 04:58:42.944588918,North America,Electronics,Smartphone,4,684.54,2738.16,1046.13,Small Business
ORD2336,2023-04-08 06:43:34.122824566,South America,Home,Dining Table,8,326.46,2611.68,604.48,Corporate
ORD2337,2023-04-08 08:28:25.301060213,North America,Electronics,Smartphone,7,262.78,1839.4599999999998,242.37,Consumer
ORD2338,2023-04-08 10:13:16.479295860,Europe,Electronics,Headphones,4,419.04,1676.16,507.45,Small Business
ORD2339,2023-04-08 11:58:07.657531507,South America,Sports,Tennis Racket,5,79.41,397.04999999999995,86.79,Small Business
ORD2340,2023-04-08 13:42:58.835767154,Asia,Sports,Football,4,560.76,2243.04,243.92,Consumer
ORD2341,2023-04-08 15:27:50.014002801,Asia,Clothing,T-Shirt,4,424.99,1699.96,255.78,Small Business
ORD2342,2023-04-08 17:12:41.192238448,South America,Electronics,Smartwatch,2,561.47,1122.94,190.24,Consumer
ORD2343,2023-04-08 18:57:32.370474095,South America,Clothing,Jacket,8,968.99,7751.92,1385.29,Consumer
ORD2344,2023-04-08 20:42:23.548709743,South America,Electronics,Smartphone,7,228.24,1597.68,584.52,Small Business
ORD2345,2023-04-08 22:27:14.726945390,Europe,Clothing,T-Shirt,8,469.97,3759.76,804.16,Small Business
ORD2346,2023-04-09 00:12:05.905181037,Europe,Electronics,Smartwatch,9,292.84,2635.56,335.8,Small Business
ORD2347,2023-04-09 01:56:57.083416684,Asia,Sports,Tennis Racket,6,535.98,3215.88,975.16,Consumer
ORD2348,2023-04-09 03:41:48.261652331,North America,Electronics,Smartwatch,7,734.18,5139.259999999999,1785.08,Small Business
ORD2349,2023-04-09 05:26:39.439887978,Europe,Sports,Tennis Racket,7,834.6,5842.2,1531.18,Small Business
ORD2350,2023-04-09 07:11:30.618123625,North America,Electronics,Smartphone,4,770.45,3081.8,770.89,Consumer
ORD2351,2023-04-09 08:56:21.796359272,North America,Sports,Tennis Racket,2,257.01,514.02,135.83,Consumer
ORD2352,2023-04-09 10:41:12.974594920,North America,Home,Bed,9,315.38,2838.42,771.8,Small Business
ORD2353,2023-04-09 12:26:04.152830567,North America,Clothing,T-Shirt,8,48.88,391.04,71.01,Corporate
ORD2354,2023-04-09 14:10:55.331066214,Europe,Sports,Gym Bag,1,699.73,699.73,138.06,Small Business
ORD2355,2023-04-09 15:55:46.509301861,Europe,Electronics,Smartphone,1,731.09,731.09,148.95,Small Business
ORD2356,2023-04-09 17:40:37.687537508,Asia,Electronics,Smartwatch,6,822.22,4933.32,1145.38,Corporate
ORD2357,2023-04-09 19:25:28.865773155,Asia,Electronics,Laptop,1,406.21,406.21,136.08,Corporate
ORD2358,2023-04-09 21:10:20.044008802,North America,Clothing,Dress,3,997.65,2992.95,470.91,Consumer
ORD2359,2023-04-09 22:55:11.222244450,Asia,Sports,Basketball,1,436.67,436.67,83.56,Corporate
ORD2360,2023-04-10 00:40:02.400480097,Europe,Home,Curtains,9,189.37,1704.33,488.85,Consumer
ORD2361,2023-04-10 02:24:53.578715744,Europe,Sports,Tennis Racket,5,314.14,1570.6999999999998,414.57,Small Business
ORD2362,2023-04-10 04:09:44.756951391,South America,Electronics,Headphones,9,168.62,1517.58,229.58,Corporate
ORD2363,2023-04-10 05:54:35.935187038,South America,Home,Bed,9,799.24,7193.16,2282.17,Consumer
ORD2364,2023-04-10 07:39:27.113422685,Asia,Beauty,Lipstick,7,806.91,5648.37,653.61,Small Business
ORD2365,2023-04-10 09:24:18.291658332,Europe,Sports,Tennis Racket,3,606.42,1819.2599999999998,270.9,Consumer
ORD2366,2023-04-10 11:09:09.469893979,South America,Beauty,Lipstick,3,242.64,727.92,254.08,Small Business
ORD2367,2023-04-10 12:54:00.648129627,Asia,Home,Bed,6,974.94,5849.64,822.68,Small Business
ORD2368,2023-04-10 14:38:51.826365274,South America,Electronics,Smartwatch,2,927.2,1854.4,418.89,Corporate
ORD2369,2023-04-10 16:23:43.004600921,Asia,Clothing,T-Shirt,6,221.56,1329.3600000000001,300.44,Corporate
ORD2370,2023-04-10 18:08:34.182836568,North America,Clothing,Jacket,3,398.97,1196.91,129.98,Corporate
ORD2371,2023-04-10 19:53:25.361072215,Europe,Beauty,Moisturizer,6,783.8,4702.799999999999,912.87,Corporate
ORD2372,2023-04-10 21:38:16.539307862,Europe,Sports,Gym Bag,4,974.06,3896.24,1025.72,Corporate
ORD2373,2023-04-10 23:23:07.717543509,South America,Home,Lamp,8,905.2,7241.6,1538.24,Corporate
ORD2374,2023-04-11 01:07:58.895779156,North America,Home,Sofa,8,102.26,818.08,182.55,Corporate
ORD2375,2023-04-11 02:52:50.074014804,Europe,Electronics,Laptop,1,229.56,229.56,44.83,Consumer
ORD2376,2023-04-11 04:37:41.252250451,North America,Electronics,Smartphone,4,819.13,3276.52,1242.19,Small Business
ORD2377,2023-04-11 06:22:32.430486098,North America,Clothing,T-Shirt,4,455.56,1822.24,366.7,Corporate
ORD2378,2023-04-11 08:07:23.608721745,Asia,Sports,Running Shoes,5,92.69,463.45,75.7,Consumer
ORD2379,2023-04-11 09:52:14.786957392,North America,Home,Dining Table,7,60.78,425.46000000000004,105.41,Consumer
ORD2380,2023-04-11 11:37:05.965193039,North America,Clothing,Sneakers,5,730.25,3651.25,895.71,Small Business
ORD2381,2023-04-11 13:21:57.143428686,South America,Electronics,Tablet,4,169.75,679.0,184.42,Small Business
ORD2382,2023-04-11 15:06:48.321664333,Asia,Electronics,Smartwatch,5,762.56,3812.7999999999997,557.32,Corporate
ORD2383,2023-04-11 16:51:39.499899981,Asia,Electronics,Laptop,4,736.57,2946.28,600.95,Consumer
ORD2384,2023-04-11 18:36:30.678135628,North America,Clothing,Dress,2,414.37,828.74,251.86,Consumer
ORD2385,2023-04-11 20:21:21.856371275,South America,Clothing,Dress,5,829.08,4145.400000000001,1141.86,Consumer
ORD2386,2023-04-11 22:06:13.034606922,Europe,Clothing,Dress,3,700.19,2100.57,331.95,Corporate
ORD2387,2023-04-11 23:51:04.212842569,South America,Clothing,Dress,6,267.23,1603.38,586.56,Corporate
ORD2388,2023-04-12 01:35:55.391078216,Asia,Electronics,Smartwatch,4,318.79,1275.16,174.23,Corporate
ORD2389,2023-04-12 03:20:46.569313863,North America,Sports,Running Shoes,3,417.19,1251.57,215.47,Consumer
ORD2390,2023-04-12 05:05:37.747549511,South America,Clothing,Dress,9,149.7,1347.3,355.25,Corporate
ORD2391,2023-04-12 06:50:28.925785158,South America,Home,Dining Table,2,403.02,806.04,118.4,Small Business
ORD2392,2023-04-12 08:35:20.104020805,Asia,Home,Bed,5,91.2,456.0,50.38,Small Business
ORD2393,2023-04-12 10:20:11.282256452,Asia,Sports,Running Shoes,2,39.72,79.44,18.54,Corporate
ORD2394,2023-04-12 12:05:02.460492099,Europe,Clothing,Dress,7,126.11,882.77,133.05,Small Business
ORD2395,2023-04-12 13:49:53.638727746,Asia,Beauty,Foundation,3,582.03,1746.09,628.3,Small Business
ORD2396,2023-04-12 15:34:44.816963393,North America,Sports,Running Shoes,3,985.32,2955.96,976.65,Corporate
ORD2397,2023-04-12 17:19:35.995199040,North America,Electronics,Tablet,4,451.98,1807.92,516.4,Corporate
ORD2398,2023-04-12 19:04:27.173434688,North America,Clothing,Jacket,8,568.59,4548.72,1615.58,Small Business
ORD2399,2023-04-12 20:49:18.351670335,Asia,Clothing,Jeans,7,935.09,6545.63,2007.72,Consumer
ORD2400,2023-04-12 22:34:09.529905982,Europe,Home,Bed,1,137.88,137.88,17.91,Consumer
ORD2401,2023-04-13 00:19:00.708141629,Asia,Electronics,Headphones,7,26.04,182.28,62.98,Consumer
ORD2402,2023-04-13 02:03:51.886377276,Asia,Clothing,Jacket,1,891.01,891.01,354.26,Corporate
ORD2403,2023-04-13 03:48:43.064612923,Asia,Clothing,Jeans,1,655.57,655.57,219.14,Small Business
ORD2404,2023-04-13 05:33:34.242848570,South America,Electronics,Smartwatch,7,260.5,1823.5,655.86,Corporate
ORD2405,2023-04-13 07:18:25.421084217,Asia,Clothing,T-Shirt,3,134.7,404.09999999999997,159.11,Small Business
ORD2406,2023-04-13 09:03:16.599319865,North America,Clothing,Sneakers,3,331.09,993.27,300.91,Corporate
ORD2407,2023-04-13 10:48:07.777555512,South America,Home,Sofa,1,944.49,944.49,311.44,Consumer
ORD2408,2023-04-13 12:32:58.955791159,Asia,Electronics,Tablet,2,579.61,1159.22,265.14,Small Business
ORD2409,2023-04-13 14:17:50.134026806,Europe,Sports,Football,6,151.96,911.76,96.21,Corporate
ORD2410,2023-04-13 16:02:41.312262453,South America,Beauty,Perfume,8,330.58,2644.64,789.01,Consumer
ORD2411,2023-04-13 17:47:32.490498100,North America,Home,Bed,6,226.53,1359.18,160.36,Small Business
ORD2412,2023-04-13 19:32:23.668733747,Europe,Beauty,Shampoo,6,130.79,784.74,243.6,Small Business
ORD2413,2023-04-13 21:17:14.846969395,Europe,Beauty,Lipstick,9,996.94,8972.460000000001,1391.05,Consumer
ORD2414,2023-04-13 23:02:06.025205042,North America,Sports,Running Shoes,9,929.57,8366.130000000001,1669.81,Consumer
ORD2415,2023-04-14 00:46:57.203440689,South America,Sports,Tennis Racket,9,626.5,5638.5,1928.52,Consumer
ORD2416,2023-04-14 02:31:48.381676336,North America,Clothing,Jacket,4,487.89,1951.56,650.33,Small Business
ORD2417,2023-04-14 04:16:39.559911983,South America,Beauty,Perfume,3,552.66,1657.98,252.67,Small Business
ORD2418,2023-04-14 06:01:30.738147630,South America,Electronics,Headphones,2,667.19,1334.38,519.86,Corporate
ORD2419,2023-04-14 07:46:21.916383277,South America,Clothing,Jeans,5,581.11,2905.55,782.1,Corporate
ORD2420,2023-04-14 09:31:13.094618924,South America,Clothing,Sneakers,8,369.13,2953.04,779.63,Corporate
ORD2421,2023-04-14 11:16:04.272854572,Europe,Beauty,Lipstick,5,604.9,3024.5,611.82,Consumer
ORD2422,2023-04-14 13:00:55.451090219,South America,Electronics,Tablet,6,151.85,911.0999999999999,286.46,Small Business
ORD2423,2023-04-14 14:45:46.629325866,North America,Beauty,Perfume,4,729.57,2918.28,978.88,Corporate
ORD2424,2023-04-14 16:30:37.807561513,Asia,Sports,Running Shoes,4,609.43,2437.72,468.93,Small Business
ORD2425,2023-04-14 18:15:28.985797160,Asia,Clothing,Jacket,4,618.34,2473.36,678.59,Corporate
ORD2426,2023-04-14 20:00:20.164032807,Europe,Electronics,Tablet,7,11.1,77.7,14.11,Small Business
ORD2427,2023-04-14 21:45:11.342268454,Europe,Beauty,Moisturizer,5,665.22,3326.1000000000004,964.95,Small Business
ORD2428,2023-04-14 23:30:02.520504101,Europe,Electronics,Smartphone,7,26.08,182.56,58.17,Corporate
ORD2429,2023-04-15 01:14:53.698739749,North America,Home,Dining Table,1,668.41,668.41,178.45,Consumer
ORD2430,2023-04-15 02:59:44.876975396,Europe,Electronics,Smartphone,7,135.01,945.0699999999999,325.13,Small Business
ORD2431,2023-04-15 04:44:36.055211043,North America,Electronics,Tablet,1,833.2,833.2,312.88,Small Business
ORD2432,2023-04-15 06:29:27.233446690,North America,Sports,Running Shoes,2,325.08,650.16,239.44,Small Business
ORD2433,2023-04-15 08:14:18.411682338,Europe,Clothing,Dress,7,731.65,5121.55,1710.32,Consumer
ORD2434,2023-04-15 09:59:09.589917984,Asia,Beauty,Shampoo,1,23.5,23.5,4.63,Corporate
ORD2435,2023-04-15 11:44:00.768153632,Europe,Sports,Gym Bag,3,156.74,470.22,60.01,Corporate
ORD2436,2023-04-15 13:28:51.946389278,North America,Electronics,Headphones,8,895.46,7163.68,2486.38,Small Business
ORD2437,2023-04-15 15:13:43.124624926,Asia,Clothing,T-Shirt,5,519.32,2596.6000000000004,325.92,Consumer
ORD2438,2023-04-15 16:58:34.302860572,North America,Beauty,Foundation,9,390.2,3511.7999999999997,1053.12,Small Business
ORD2439,2023-04-15 18:43:25.481096220,South America,Electronics,Laptop,5,394.84,1974.1999999999998,339.74,Corporate
ORD2440,2023-04-15 20:28:16.659331868,North America,Home,Lamp,7,485.25,3396.75,480.32,Consumer
ORD2441,2023-04-15 22:13:07.837567514,Europe,Home,Curtains,7,987.46,6912.22,1612.14,Small Business
ORD2442,2023-04-15 23:57:59.015803162,Asia,Beauty,Perfume,6,874.88,5249.28,2092.73,Small Business
ORD2443,2023-04-16 01:42:50.194038808,North America,Beauty,Shampoo,3,814.35,2443.05,483.92,Consumer
ORD2444,2023-04-16 03:27:41.372274456,South America,Clothing,Dress,1,408.68,408.68,123.32,Corporate
ORD2445,2023-04-16 05:12:32.550510102,Europe,Electronics,Laptop,6,596.38,3578.2799999999997,1103.53,Corporate
ORD2446,2023-04-16 06:57:23.728745750,South America,Home,Lamp,1,636.07,636.07,88.09,Small Business
ORD2447,2023-04-16 08:42:14.906981396,Asia,Clothing,T-Shirt,4,703.61,2814.44,917.62,Corporate
ORD2448,2023-04-16 10:27:06.085217044,Asia,Home,Lamp,4,431.68,1726.72,687.93,Consumer
ORD2449,2023-04-16 12:11:57.263452692,North America,Beauty,Foundation,9,291.7,2625.2999999999997,611.46,Corporate
ORD2450,2023-04-16 13:56:48.441688338,North America,Home,Curtains,5,798.54,3992.7,677.81,Corporate
ORD2451,2023-04-16 15:41:39.619923986,Europe,Home,Dining Table,8,134.29,1074.32,417.96,Small Business
ORD2452,2023-04-16 17:26:30.798159632,North America,Sports,Basketball,3,483.71,1451.1299999999999,400.03,Corporate
ORD2453,2023-04-16 19:11:21.976395280,Europe,Sports,Gym Bag,9,95.17,856.53,100.31,Small Business
ORD2454,2023-04-16 20:56:13.154630926,Europe,Clothing,Dress,7,975.72,6830.04,1654.57,Small Business
ORD2455,2023-04-16 22:41:04.332866574,Asia,Home,Bed,7,241.4,1689.8,492.29,Small Business
ORD2456,2023-04-17 00:25:55.511102222,Europe,Beauty,Lipstick,6,527.98,3167.88,575.08,Corporate
ORD2457,2023-04-17 02:10:46.689337868,Europe,Clothing,Dress,6,259.79,1558.7400000000002,299.79,Consumer
ORD2458,2023-04-17 03:55:37.867573516,Europe,Home,Bed,1,977.26,977.26,257.44,Small Business
ORD2459,2023-04-17 05:40:29.045809162,Europe,Clothing,Dress,4,732.92,2931.68,614.03,Small Business
ORD2460,2023-04-17 07:25:20.224044810,North America,Electronics,Smartwatch,7,471.52,3300.64,518.14,Consumer
ORD2461,2023-04-17 09:10:11.402280456,North America,Home,Dining Table,6,560.9,3365.3999999999996,698.61,Small Business
ORD2462,2023-04-17 10:55:02.580516104,Asia,Sports,Running Shoes,5,534.42,2672.1,854.31,Small Business
ORD2463,2023-04-17 12:39:53.758751752,Europe,Home,Dining Table,9,975.43,8778.869999999999,3072.26,Consumer
ORD2464,2023-04-17 14:24:44.936987398,North America,Clothing,Jeans,6,338.04,2028.2400000000002,613.95,Corporate
ORD2465,2023-04-17 16:09:36.115223046,Europe,Beauty,Foundation,1,679.34,679.34,130.55,Corporate
ORD2466,2023-04-17 17:54:27.293458692,North America,Clothing,Jeans,6,554.97,3329.82,1122.16,Small Business
ORD2467,2023-04-17 19:39:18.471694340,Europe,Electronics,Headphones,2,588.7,1177.4,460.12,Corporate
ORD2468,2023-04-17 21:24:09.649929986,Asia,Beauty,Moisturizer,9,71.42,642.78,129.71,Consumer
ORD2469,2023-04-17 23:09:00.828165634,South America,Sports,Running Shoes,4,174.39,697.56,82.54,Consumer
ORD2470,2023-04-18 00:53:52.006401280,Europe,Clothing,Jeans,1,115.27,115.27,15.47,Consumer
ORD2471,2023-04-18 02:38:43.184636928,Asia,Sports,Football,4,406.7,1626.8,218.88,Small Business
ORD2472,2023-04-18 04:23:34.362872576,Europe,Clothing,Jeans,8,985.95,7887.6,789.2,Consumer
ORD2473,2023-04-18 06:08:25.541108222,South America,Clothing,Sneakers,5,447.61,2238.05,659.04,Corporate
ORD2474,2023-04-18 07:53:16.719343870,Europe,Home,Curtains,6,460.83,2764.98,620.71,Small Business
ORD2475,2023-04-18 09:38:07.897579516,South America,Sports,Football,7,652.28,4565.96,1764.15,Corporate
ORD2476,2023-04-18 11:22:59.075815164,North America,Home,Curtains,9,188.71,1698.39,303.57,Corporate
ORD2477,2023-04-18 13:07:50.254050810,South America,Electronics,Headphones,2,407.45,814.9,164.14,Consumer
ORD2478,2023-04-18 14:52:41.432286458,South America,Clothing,Dress,1,170.91,170.91,51.73,Corporate
ORD2479,2023-04-18 16:37:32.610522106,South America,Electronics,Smartwatch,4,737.02,2948.08,479.5,Corporate
ORD2480,2023-04-18 18:22:23.788757752,Asia,Electronics,Smartphone,4,556.84,2227.36,620.47,Small Business
ORD2481,2023-04-18 20:07:14.966993400,Asia,Sports,Tennis Racket,9,107.61,968.49,130.69,Small Business
ORD2482,2023-04-18 21:52:06.145229046,Asia,Clothing,Sneakers,8,804.98,6439.84,1687.78,Corporate
ORD2483,2023-04-18 23:36:57.323464694,Europe,Electronics,Smartwatch,9,402.35,3621.15,684.03,Small Business
ORD2484,2023-04-19 01:21:48.501700340,North America,Sports,Football,3,159.93,479.79,110.27,Consumer
ORD2485,2023-04-19 03:06:39.679935988,Europe,Beauty,Shampoo,4,618.26,2473.04,635.82,Small Business
ORD2486,2023-04-19 04:51:30.858171636,South America,Sports,Tennis Racket,7,507.47,3552.29,569.19,Consumer
ORD2487,2023-04-19 06:36:22.036407282,Europe,Clothing,Sneakers,6,482.07,2892.42,835.99,Small Business
ORD2488,2023-04-19 08:21:13.214642930,Asia,Electronics,Tablet,4,785.63,3142.52,575.46,Corporate
ORD2489,2023-04-19 10:06:04.392878576,North America,Clothing,T-Shirt,7,681.71,4771.97,939.74,Consumer
ORD2490,2023-04-19 11:50:55.571114224,North America,Sports,Tennis Racket,7,332.43,2327.01,507.85,Corporate
ORD2491,2023-04-19 13:35:46.749349870,Europe,Sports,Gym Bag,8,803.67,6429.36,1548.55,Small Business
ORD2492,2023-04-19 15:20:37.927585518,North America,Beauty,Moisturizer,2,584.84,1169.68,445.39,Consumer
ORD2493,2023-04-19 17:05:29.105821164,Europe,Home,Bed,9,896.11,8064.99,1167.34,Consumer
ORD2494,2023-04-19 18:50:20.284056812,North America,Clothing,Jeans,6,621.75,3730.5,755.63,Small Business
ORD2495,2023-04-19 20:35:11.462292460,South America,Home,Lamp,6,95.27,571.62,196.82,Small Business
ORD2496,2023-04-19 22:20:02.640528106,Europe,Clothing,T-Shirt,1,571.22,571.22,117.36,Consumer
ORD2497,2023-04-20 00:04:53.818763754,Asia,Electronics,Smartwatch,2,647.52,1295.04,277.51,Consumer
ORD2498,2023-04-20 01:49:44.996999400,South America,Sports,Running Shoes,6,135.83,814.98,127.78,Corporate
ORD2499,2023-04-20 03:34:36.175235048,South America,Electronics,Smartwatch,2,389.38,778.76,128.42,Consumer
